,Organization,Capital Program,Program Subclass,Project Status,Project Title,Project Planning From,Project Planning To,Planned Construction From,Planned Construction To,Construction Completion From,Construction Completion To,Project Description,Project URL,SDE ID,GeoJSON,geo_point_2d,lat,lon,rect,start,end,duration,prior,prior_requests,during_requests
82,Utilities Kingston,Utilties Rehabilitation,Water,Under Construction,Tower Street Water Tower Coating Replacement,2018-01-01,2018-12-31,2017-12-31,2018-12-30,,,Tower is due for rehabilitation in order to extend and maximize the lifespan,https://utilitieskingston.com/Projects/Detail/TowerStreetWaterTower,173,"{""coordinates"": [-76.5067251081338, 44.24038357224804], ""type"": ""Point""}","44.24038357224804,-76.5067251081338",44.24038357224804,-76.5067251081338,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2017-12-31,2018-12-30,364 days 00:00:00.000000000,2016-12-31,0,0
83,Parks and Development,Parks and Development,Existing Parks,Project Complete,Shannon Corners Park,,,2017-01-01,2017-12-31,2018-01-01,2018-12-31,"Renovation of the ball diamond, with grading, fencing and sodding, sports field lighting upgrades and landscaping and tree planting",,66,"{""coordinates"": [-76.50179631161265, 44.31818950858084], ""type"": ""Point""}","44.31818950858084,-76.50179631161265",44.31818950858084,-76.50179631161265,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2018-01-01,2018-12-31,364 days 00:00:00.000000000,2017-01-01,0,0
87,Parks and Development,Parks and Development,Existing Parks,Project Complete,Grass Creek Park Washroom And Change Room,,,2020-02-01,2021-06-29,,,Upgrade of the washroom and change building in Grass Creek Park. The project includes the reuse of the post and beam structure that once sheltered the Phoebe antique steam launch.,,59,"{""coordinates"": [-76.31107404566886, 44.29209470425507], ""type"": ""Point""}","44.29209470425507,-76.31107404566886",44.29209470425507,-76.31107404566886,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2020-02-01,2021-06-29,514 days 00:00:00.000000000,2019-02-01,338,1295
88,Transportation Services,Intersection And Crossing Improvements,New Traffic Signal,Project Complete,New Intersection Pedestrian Signal (IPS),2020-01-01,2020-12-31,2019-12-31,2021-12-31,,,New Intersection Pedestrian Signal (IPS) at school crossing,,45299,"{""coordinates"": [-76.48943193877876, 44.261979597845354], ""type"": ""Point""}","44.261979597845354,-76.48943193877876",44.261979597845354,-76.48943193877876,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2019-12-31,2021-12-31,731 days 00:00:00.000000000,2018-12-31,0,338
89,Transportation Services,Intersection And Crossing Improvements,New Traffic Signal,Project Complete,New Intersection Pedestrian Signal (IPS),2020-01-01,2020-12-31,2019-12-31,2021-12-31,,,New Intersection Pedestrian Signal (IPS) at school crossing,,45301,"{""coordinates"": [-76.4784022132569, 44.26516265201302], ""type"": ""Point""}","44.26516265201302,-76.4784022132569",44.26516265201302,-76.4784022132569,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2019-12-31,2021-12-31,731 days 00:00:00.000000000,2018-12-31,0,338
90,Transportation Services,Intersection And Crossing Improvements,New Traffic Signal,Project Complete,New Intersection Pedestrian Signal (IPS),2020-01-01,2020-12-31,2019-12-31,2021-12-31,,,New Intersection Pedestrian Signal (IPS),,45302,"{""coordinates"": [-76.58587518545576, 44.24927105680109], ""type"": ""Point""}","44.24927105680109,-76.58587518545576",44.24927105680109,-76.58587518545576,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2019-12-31,2021-12-31,731 days 00:00:00.000000000,2018-12-31,0,338
91,Parks and Development,Parks and Development,New Parks,Under Construction,Wheathill St Park,,,2019-03-31,2022-12-01,,,New community park on Wheathill Street,https://www.cityofkingston.ca/city-hall/projects-construction/wheathill-park,46894,"{""coordinates"": [-76.55856317199651, 44.246638088140294], ""type"": ""Point""}","44.246638088140294,-76.55856317199651",44.246638088140294,-76.55856317199651,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2019-03-31,2022-12-01,1341 days 00:00:00.000000000,2018-03-31,0,338
99,City Engineering,Parks and Development,Existing Parks,Project Complete,Crerar Shoreline Repair (Short term),,,2020-02-01,2020-08-31,,,Short term repair works,,93294,"{""coordinates"": [-76.56742084348852, 44.212963828190404], ""type"": ""Point""}","44.212963828190404,-76.56742084348852",44.212963828190404,-76.56742084348852,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2020-02-01,2020-08-31,212 days 00:00:00.000000000,2019-02-01,338,1295
100,City Engineering,Parks and Development,Existing Parks,Under Construction,Oakridge Park Playground Replacement,,,2021-01-31,2022-06-29,,,Playground Replacement,https://www.cityofkingston.ca/city-hall/projects-construction/park-upgrades,93295,"{""coordinates"": [-76.51122856433079, 44.22762284268297], ""type"": ""Point""}","44.22762284268297,-76.51122856433079",44.22762284268297,-76.51122856433079,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2021-01-31,2022-06-29,514 days 00:00:00.000000000,2020-01-31,1295,1699
102,City Engineering,Parks and Development,Existing Parks,Project Complete,Washroom Building - Breakwater Park,,,2019-09-30,2020-12-31,,,Temporary portable washroom installation,,97454,"{""coordinates"": [-76.50120783116462, 44.2220987490067], ""type"": ""Point""}","44.2220987490067,-76.50120783116462",44.2220987490067,-76.50120783116462,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2019-09-30,2020-12-31,458 days 00:00:00.000000000,2018-09-30,0,338
103,City Engineering,Parks and Development,Existing Parks,Under Construction,Bayridge Courts - Rebuild,,,2021-01-15,2022-06-29,,,Tennis & Pickleball Courts renovations,https://www.cityofkingston.ca/city-hall/projects-construction/park-upgrades,100974,"{""coordinates"": [-76.59129250319488, 44.24861043675138], ""type"": ""Point""}","44.24861043675138,-76.59129250319488",44.24861043675138,-76.59129250319488,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2021-01-15,2022-06-29,530 days 00:00:00.000000000,2020-01-15,1295,1699
106,Transportation Services,Intersection And Crossing Improvements,New Traffic Signal,Under Construction,Front and Lakeview Intersection Improvements,,,2018-12-31,2019-12-30,,,Front and Lakeview Pedestrian Crosswalk,,2416,"{""coordinates"": [-76.57159734459121, 44.218253487862825], ""type"": ""Point""}","44.218253487862825,-76.57159734459121",44.218253487862825,-76.57159734459121,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2018-12-31,2019-12-30,364 days 00:00:00.000000000,2017-12-31,0,0
107,Utilities Kingston,Utilities Facility Upgrade,Electric,Project Complete,Electric - MS 4 Upgrades,2017-01-01,2019-12-31,2017-12-31,2019-12-30,,,Transformer and Switch Gear Replacement,,120,"{""coordinates"": [-76.5262712044636, 44.247500607469085], ""type"": ""Point""}","44.247500607469085,-76.5262712044636",44.247500607469085,-76.5262712044636,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2017-12-31,2019-12-30,729 days 00:00:00.000000000,2016-12-31,0,0
109,Utilities Kingston,Utilities Facility Upgrade,Wastewater,Project Complete,Greenview Road Wastewater Pump Station Upgrades,2015-01-01,2015-12-31,2014-12-31,2016-12-30,,,"replacement of the pumping equipment, a new natural gas stand-by generator, new brick and roof replacement, and other interior mechanical and electrical upgrades.",,112,"{""coordinates"": [-76.53700341030498, 44.23609745046492], ""type"": ""Point""}","44.23609745046492,-76.53700341030498",44.23609745046492,-76.53700341030498,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2014-12-31,2016-12-30,730 days 00:00:00.000000000,2013-12-31,0,0
110,Utilities Kingston,Utilities Facility Upgrade,Wastewater,Project Complete,Cana Wastewater Treatment Plant,,,2014-12-31,2016-12-30,2017-01-01,2017-12-31,Wastewater Facility Replacement,,119,"{""coordinates"": [-76.4287108311701, 44.29921208769904], ""type"": ""Point""}","44.29921208769904,-76.4287108311701",44.29921208769904,-76.4287108311701,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2017-01-01,2017-12-31,364 days 00:00:00.000000000,2016-01-01,0,0
112,,Parks and Development,Plans and Policies,Project Complete,Belle Park Master Plan,2017-01-01,2017-12-01,2018-12-31,2019-12-30,,,"The City is developing a master plan for Belle Park, a 80-acre park situated on a former landfill in the core of Kingston on the shores of the Cataraqui River. View engagement opportunities and timelines on the project page",https://www.cityofkingston.ca/city-hall/projects-construction/belle-park-master-plan,496,"{""coordinates"": [-76.48126599109322, 44.25142520295781], ""type"": ""Point""}","44.25142520295781,-76.48126599109322",44.25142520295781,-76.48126599109322,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2018-12-31,2019-12-30,364 days 00:00:00.000000000,2017-12-31,0,0
113,Parks and Development,Parks and Development,Existing Parks,Project Complete,Champlain Park Sportsfield,,,2016-12-31,2017-11-30,2018-09-01,2018-12-01,"Proposed grades include a new sports field, new playground equipment and re-alignment of pathway.",https://www.cityofkingston.ca/city-hall/projects-construction/park-upgrades,499,"{""coordinates"": [-76.5044178936291, 44.25378078903305], ""type"": ""Point""}","44.25378078903305,-76.5044178936291",44.25378078903305,-76.5044178936291,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2018-09-01,2018-12-01,91 days 00:00:00.000000000,2017-09-01,0,0
117,City Engineering,Storm System Improvements,Drainage Improvements,Project Complete,St. Lawrence Avenue Stormwater Study,2020-01-01,2020-12-31,2017-07-31,2019-01-31,,,St. Lawrence Avenue Stormwater Study,,46583,"{""coordinates"": [-76.37559692133404, 44.2617836553652], ""type"": ""Point""}","44.2617836553652,-76.37559692133404",44.2617836553652,-76.37559692133404,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2017-07-31,2019-01-31,549 days 00:00:00.000000000,2016-07-31,0,0
118,Transportation Services,Intersection And Crossing Improvements,New Traffic Signal,Project Complete,Johnson and Macdonell Intersection Improvements,,,2018-12-31,2019-12-30,,,Johnson and MacDonnell Pedestrian Crosswalk,,2417,"{""coordinates"": [-76.50498127620428, 44.23139843719413], ""type"": ""Point""}","44.23139843719413,-76.50498127620428",44.23139843719413,-76.50498127620428,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2018-12-31,2019-12-30,364 days 00:00:00.000000000,2017-12-31,0,0
119,Transportation Services,Intersection And Crossing Improvements,Intersection Improvements,Project Complete,Concession and Leroy Grant Intersection Improvements,,,2018-12-31,2019-12-30,,,Concession and Leroy Grant Intersection Improvements,,74414,"{""coordinates"": [-76.5068569307379, 44.24168029307375], ""type"": ""Point""}","44.24168029307375,-76.5068569307379",44.24168029307375,-76.5068569307379,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2018-12-31,2019-12-30,364 days 00:00:00.000000000,2017-12-31,0,0
121,City Engineering,Storm System Improvements,Drainage Improvements,Project Complete,Front Road And Cataraqui Bay Shoreline Restoration,2020-01-01,2020-12-31,2020-01-01,2020-12-31,,,Front Road And Cataraqui Bay Shoreline Restoration,,46586,"{""coordinates"": [-76.54350817043262, 44.22012997132041], ""type"": ""Point""}","44.22012997132041,-76.54350817043262",44.22012997132041,-76.54350817043262,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2020-01-01,2020-12-31,365 days 00:00:00.000000000,2019-01-01,338,1295
123,Parks and Development,Parks and Development,New Parks,Project Complete,Jade Avenue Park,2018-09-01,2018-12-01,2019-01-01,2020-12-31,,,New park development (new subdivision),,76,"{""coordinates"": [-76.58082102985446, 44.27758203537766], ""type"": ""Point""}","44.27758203537766,-76.58082102985446",44.27758203537766,-76.58082102985446,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2019-01-01,2020-12-31,730 days 00:00:00.000000000,2018-01-01,0,338
124,Parks and Development,Parks and Development,Facilities,Project Complete,Rideau Heights Community Centre,,,2014-12-31,2015-12-30,2016-01-01,2018-04-12,New community centre,https://www.cityofkingston.ca/city-hall/projects-construction/archived-projects/shannon-park,68,"{""coordinates"": [-76.48296550587953, 44.26524670834893], ""type"": ""Point""}","44.26524670834893,-76.48296550587953",44.26524670834893,-76.48296550587953,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2016-01-01,2018-04-12,832 days 00:00:00.000000000,2015-01-01,0,0
126,City Engineering,Storm System Improvements,Drainage Improvements,Project Complete,Orser Road Storm System Improvements,,,2020-01-02,2020-12-30,,,Orser Road Storm System Improvements,,98446,"{""coordinates"": [-76.63144970216429, 44.34788950479781], ""type"": ""Point""}","44.34788950479781,-76.63144970216429",44.34788950479781,-76.63144970216429,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2020-01-02,2020-12-30,363 days 00:00:00.000000000,2019-01-02,338,1295
127,City Engineering,Storm System Improvements,Drainage Improvements,Project Complete,154/158 Lakeshore Boulevard Drainage Improvements,2019-01-01,2019-12-31,2019-01-02,2020-06-29,,,154/158 Lakeshore Boulevard Drainage Improvements,,3694,"{""coordinates"": [-76.57524724580212, 44.216555146375306], ""type"": ""Point""}","44.216555146375306,-76.57524724580212",44.216555146375306,-76.57524724580212,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2019-01-02,2020-06-29,544 days 00:00:00.000000000,2018-01-02,0,338
129,Parks and Development,Parks and Development,Existing Parks,Under Construction,McBurney Park Splash Pad,2018-09-01,,2020-01-02,2022-06-29,2020-01-01,2020-12-31,Renovate wading pool into splash pad,https://www.cityofkingston.ca/city-hall/projects-construction/mcburney-park,26,"{""coordinates"": [-76.48828455048204, 44.235564422152564], ""type"": ""Point""}","44.235564422152564,-76.48828455048204",44.235564422152564,-76.48828455048204,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2020-01-01,2020-12-31,365 days 00:00:00.000000000,2019-01-01,338,1295
130,Parks and Development,Parks and Development,Waterfront,Under Construction,Richardson Beach and Emily St to Maitland St. Shoreline Improvement,,,2020-02-01,2022-08-30,,,"Improved access to the beach and water's edge, access to the water and shoreline improvements",https://www.cityofkingston.ca/city-hall/projects-construction/richardson-beach,63,"{""coordinates"": [-76.48858899382432, 44.22213392585624], ""type"": ""Point""}","44.22213392585624,-76.48858899382432",44.22213392585624,-76.48858899382432,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2020-02-01,2022-08-30,941 days 00:00:00.000000000,2019-02-01,338,1295
134,Utilities Kingston,Utilities Facility Upgrade,Wastewater,Under Construction,Wastewater - Days Road Pumping Station,2016-01-01,2020-01-02,2020-01-03,2023-03-30,,,Construction of replacement pumping station,https://utilitieskingston.com/Projects/Detail/DaysRd_SPS,110,"{""coordinates"": [-76.57116652748981, 44.23186516602108], ""type"": ""Point""}","44.23186516602108,-76.57116652748981",44.23186516602108,-76.57116652748981,"Rectangle(xmin=-76.55829693566604, ymin=44.188289663410536, xmax=-76.5313474659218, ymax=44.30410939668479)",2020-01-03,2023-03-30,1182 days 00:00:00.000000000,2019-01-03,338,1295
